author_sort,authors,comments,cover,timestamp,formats,isbn,id,identifiers,languages,library_name,pubdate,publisher,rating,series,series_index,size,tags,title,title_sort,uuid
"Noni, Lynette","Lynette Noni","<p><strong>""Lynette Noni is a masterful storyteller. A must-read for any fantasy lover!"" &#8212;Sarah J. Maas, #1 New York Times Bestselling Author</strong></p><p>She'd failed them. All of them. And now she was paying the price.</p><p>Kiva thought she knew what she wanted&#8212;revenge. But feelings change, people change . . . everything has changed.</p><p>After what happened at the palace, Kiva is desperate to know if her friends and family are safe, and whether those she wronged can ever forgive her. But with the kingdoms closer to the brink of war than they've ever been, and Kiva far away from the conflict, more is at stake than her own broken heart.</p><p>A fresh start will mean a perilous quest, forcing mortal enemies and uneasy allies together in a race against the clock to save not just Evalon, but all of Wenderall. With her loyalties now set, Kiva can no longer just survive&#8212;she must fight for what she believes in. For who she believes in. But with danger coming from...","C:\Users\chris\Calibre Library\Lynette Noni\The Blood Traitor [3] (187)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","187","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","The Prison Healer","3.0","4200825","Fantasy & Magic, Young Adult","The Blood Traitor [3]","Blood Traitor [3], The","58891b19-d397-4259-bd41-feb7421a5a0a"
"Noni, Lynette","Lynette Noni","Kiva trades one cage for another when she leaves behind a deadly prison for a deceptive palace in this dark and dangerous sequel to The Prison Healer , which Sarah J. Maas called ""a must-read.""
Kiva Meridan is a survivor.
She survived not only Zalindov prison, but also the deadly Trial by Ordeal. Now Kiva’s purpose goes beyond survival to vengeance. For the past ten years, her only goal was to reunite with her family and destroy the people responsible for ruining their lives. But now that she has escaped Zalindov, her mission has become more complicated than ever.
As Kiva settles into her new life in the capital, she discovers she wasn’t the only one who suffered while she was in Zalindov—her siblings and their beliefs have changed too. Soon it’s not just her enemies she’s keeping secrets from, but her own family as well.
Outside the city walls, tensions are brewing from the rebels, along with whispers of a growing threat from the northern kingdoms. Kiva’s allegiances are more important than ever, but she’s beginning to question where they truly lie. To survive this time, she’ll have to navigate a complicated web of lies before both sides of the battle turn against her and she loses everything.
","C:\Users\chris\Calibre Library\Lynette Noni\The Gilded Cage [2] (188)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","188","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Prison Healer","2.0","1777062","Fantasy & Magic, Young Adult","The Gilded Cage [2]","Gilded Cage [2], The","3762e386-4754-4b90-974a-bc891dba0377"
"Pacat, C S","C S Pacat","","C:\Users\chris\Calibre Library\C S Pacat\Dark Rise [1] (189)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","189","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Dark Rise","1.0","606944","Fantasy & Magic","Dark Rise [1]","Dark Rise [1]","1bbb7f16-67dd-40fd-b58c-e1f27befbee0"
"Pacat, C.S.","C.S. Pacat","In this riveting sequel to the New York Times bestselling novel Dark Rise, Will and his allies have survived the Dark’s first assault, but at a terrible cost.
A new threat from the past is rising, and only a handful of heroes remain to fight. Pursued by dark forces, Will and his allies must leave the safety of the Hall and travel to the heart of the ancient world, making new and dangerous alliances, and revealing the shocking secrets of the past.
But Will is carrying a dark secret of his own—his true identity. Drawn to the beautiful and deadly James St. Clair, Will is pulled ever deeper into the web of the past, and finds himself tempted by the darkness within. As the ancient world threatens to return, can Will and his friends fight their fate? Or will the truths they learn tear their world apart?
","C:\Users\chris\Calibre Library\C.S. Pacat\Dark Heir [2] (190)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","190","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Dark Rise","2.0","430818","Fantasy & Magic","Dark Heir [2]","Dark Heir [2]","9a54859b-6b10-40f2-8f3e-c218d05070fe"
"Faizal, Hafsah","Hafsah Faizal","<p><b>From the <i>New York Times&#8211;</i>bestselling author of <i>We Hunt the Flame</i> comes the first book in a hotly-anticipated fantasy duology teeming with romance and revenge, led by an orphan girl willing to do whatever it takes to save her self-made kingdom.</b><br>On the streets of White Roaring, Arthie Casimir is a criminal mastermind and collector of secrets. Her prestigious tearoom transforms into an illegal bloodhouse by night, catering to the vampires feared by society. But when her establishment is threatened, Arthie is forced to strike an unlikely deal with an alluring adversary to save it&#8212;she can't do the job alone.<br>Calling on some of the city's most skilled outcasts, Arthie hatches a plan to infiltrate the sinister, glittering vampire society known as the Athereum. But not everyone in her ragtag crew is on her side, and as the truth behind the heist unfolds, Arthie finds herself in the midst of a conspiracy that will threaten the world as she knows it....","C:\Users\chris\Calibre Library\Hafsah Faizal\A Tempest of Tea [1] (191)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","191","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Blood and Tea","1.0","1852064","Fantasy & Magic","A Tempest of Tea [1]","Tempest of Tea [1], A","b12491d7-5dcb-4a7d-b088-76e944dc6c84"
"Islington, James","James Islington","<B>At the elite Catenan Academy, a young fugitive uncovers layered mysteries and world-changing secrets in this new fantasy series by internationally bestselling author of The Licanius Trilogy, James Islington.</B><BR><B><I>AUDI. VIDE. TACE.</I></B><BR> <BR>The Catenan Republic&#8212;the Hierarchy&#8212;may rule the world now, but they do not know everything.<BR> <BR>I tell them my name is Vis Telimus. I tell them I was orphaned after a tragic accident three years ago, and that good fortune alone has led to my acceptance into their most prestigious school. I tell them that once I graduate, I will gladly join the rest of civilised society in allowing my strength, my drive and my focus&#8212;what they call Will&#8212;to be leeched away and added to the power of those above me, as millions already do. As all must eventually do.<BR> <BR>I tell them that I belong, and they believe me.<BR> <BR>But the truth is that I have been sent to the Academy to find answers. To solve a murder. To...","C:\Users\chris\Calibre Library\James Islington\The Will of the Many [1] (192)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","192","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Hierarchy","1.0","2475606","Fantasy & Magic","The Will of the Many [1]","Will of the Many [1], The","0d233412-5214-4f8b-b5ab-d2e2b7035d8a"
"Sanderson, Brandon","Brandon Sanderson","","C:\Users\chris\Calibre Library\Brandon Sanderson\Tress of the Emerald Sea (193)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","193","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Secret Projects","1.0","2382139","Fantasy & Magic","Tress of the Emerald Sea","Tress of the Emerald Sea","bcca5f4f-f8a8-4f31-aa3e-23b544ffb925"
"Noni, Lynette","Lynette Noni","At Zalindov, the only person you can trust is yourself.  
  
Seventeen-year-old Kiva Meridan is a survivor. For ten years, she has worked as the healer in the notorious death prison, Zalindov, making herself indispensable. Kept afloat by messages of hope from her family, Kiva has one goal and one goal only: stay alive.  
  
Then one day the infamous Rebel Queen arrives at the prison on death's door and Kiva receives a new message: *Don't let her die. We are coming*.  
  
The queen is sentenced to the Trial by Ordeal: a series of elemental challenges against the torments of air, fire, water, and earth, assigned to only the most dangerous of criminals. Aware the sickly queen has little chance of making it through the Trials alive, Kiva volunteers to take her place. If she succeeds, both she and the queen will be granted their freedom.  
  
But no one has ever survived.  
  
And with an incurable plague sweeping Zalindov, a mysterious new inmate fighting for Kiva's heart, and a prison rebellion brewing, Kiva can't escape the terrible feeling that her trials have only just begun.
","C:\Users\chris\Calibre Library\Lynette Noni\The Prison Healer [1] (194)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","194","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","The Prison Healer","1.0","917586","Fantasy & Magic, Young Adult","The Prison Healer [1]","Prison Healer [1], The","8194892c-edb4-48f5-9cec-a585b5b34a00"
"Lee, Fonda","Fonda Lee","<b>Award-winning author Fonda Lee explodes onto the adult fantasy scene with JADE CITY, an epic saga reminiscent of <i>The Godfather</i><i> </i>with magic and kungfu, set in an Asia-inspired fantasy metropolis.</b><br>FAMILY IS DUTY. MAGIC IS POWER. HONOR IS EVERYTHING.<br>Jade is the lifeblood of the island of Kekon. It has been mined, traded, stolen, and killed for &#8212; and for centuries, honorable Green Bone warriors like the Kaul family have used it to enhance their magical abilities and defend the island from foreign invasion.<br>Now, the war is over and a new generation of Kauls vies for control of Kekon's bustling capital city. They care about nothing but protecting their own, cornering the jade market, and defending the districts under their protection. Ancient tradition has little place in this rapidly changing nation.<br>When a powerful new drug emerges that lets anyone &#8212; even foreigners &#8212; wield jade, the simmering tension between the Kauls and the rival...","C:\Users\chris\Calibre Library\Fonda Lee\Jade City [1] (195)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","195","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","The Green Bone Saga","1.0","926840","Fantasy & Magic","Jade City [1]","Jade City [1]","f3f8c21a-4637-4a65-8ae3-bfc39d21f766"
"Lee, Fonda","Fonda Lee","","C:\Users\chris\Calibre Library\Fonda Lee\Jade War [2] (196)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","196","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","The Green Bone Saga","2.0","1147259","Fantasy & Magic","Jade War [2]","Jade War [2]","c666c385-303a-4e47-ac15-f5130acece42"
"Rinaldi, E.M.","E.M. Rinaldi","","C:\Users\chris\Calibre Library\E.M. Rinaldi\Bonded Nightmare (197)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","197","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","","1.0","438718","Fantasy & Magic","Bonded Nightmare","Bonded Nightmare","ebaf6aa7-087d-4956-b3f6-07da84620512"
"McEwan, Stacey","Stacey McEwan","","C:\Users\chris\Calibre Library\Stacey McEwan\Chasm [2] (198)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","198","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","The Glacian Trilogy","1.0","1034059","Fantasy & Magic","Chasm [2]","Chasm [2]","4a0f8f97-ac43-4b88-b516-fa82c5ff12b0"
