Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
105733384,"Woven by Gold (Beasts of the Briar, #2)",Elizabeth Helen,"Helen, Elizabeth",,"=""1738827933""","=""9781738827930""",0,4.10,Luna Fox Press,Kindle Edition,580,2023,2023,,2024/09/01,to-read,to-read (#294),to-read,,,,0,0
162931104,"Forged by Malice (Beasts of the Briar, #3)",Elizabeth Helen,"Helen, Elizabeth",,"=""1998945014""","=""9781998945016""",0,4.15,Luna Fox Press,Kindle Edition,596,2023,2023,,2024/09/01,to-read,to-read (#295),to-read,,,,0,0
75712384,"Bonded by Thorns (Beasts of the Briar, #1)",Elizabeth Helen,"Helen, Elizabeth",,"=""1738827909""","=""9781738827909""",0,3.96,Luna Fox Press,Kindle Edition,352,2023,2023,,2024/09/01,to-read,to-read (#293),to-read,,,,0,0
58272410,"Caged Wolf (Darkmore Penitentiary, #1)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",0,4.42,Amazon Digital Services,Kindle Edition,668,2021,2020,,2024/09/01,to-read,to-read (#292),to-read,,,,0,0
49826643,"Daughter of No Worlds (The War of Lost Hearts, #1)",Carissa Broadbent,"Broadbent, Carissa",,"=""""","=""""",0,4.04,,Kindle Edition,520,2020,2020,,2024/09/01,to-read,to-read (#291),to-read,,,,0,0
209522179,"The Hunted Heir (The Veiled Kingdom, #2)",Holly Renee,"Renee, Holly",,"=""""","=""""",0,3.51,,Kindle Edition,242,2024,,,2024/09/01,to-read,to-read (#290),to-read,,,,0,0
204624472,"The Veiled Kingdom (The Veiled Kingdom, #1)",Holly Renee,"Renee, Holly",,"=""""","=""""",0,3.89,,Kindle Edition,364,2024,,,2024/09/01,to-read,to-read (#289),to-read,,,,0,0
122447584,"How Does It Feel? (Infatuated Fae, #1)",Jeneane O'Riley,"O'Riley, Jeneane",,"=""""","=""""",0,3.78,,Paperback,388,2023,2023,,2024/09/01,to-read,to-read (#288),to-read,,,,0,0
196920718,The Wolf King,Lauren Palphreyman,"Palphreyman, Lauren",,"=""""","=""""",0,4.17,Lauren Palphreyman,Kindle Edition,419,2023,2023,,2024/09/01,to-read,to-read (#287),to-read,,,,0,0
203579059,"Sweet Nightmare (The Calder Academy, #1)",Tracy Wolff,"Wolff, Tracy",,"=""1649377010""","=""9781649377012""",0,3.65,Entangled: Teen,Hardcover,496,2024,2024,,2024/09/01,to-read,to-read (#286),to-read,,,,0,0
345627,"Vampire Academy (Vampire Academy, #1)",Richelle Mead,"Mead, Richelle",,"=""159514174X""","=""9781595141743""",0,4.11,Razorbill,Paperback,332,2007,2007,,2024/09/01,to-read,to-read (#285),to-read,,,,0,0
52775593,"Kings of Quarantine (Brutal Boys of Everlake Prep, #1)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",0,4.19,Dark Ink Publishing,Kindle Edition,658,2020,2020,,2024/09/01,to-read,to-read (#284),to-read,,,,0,0
57849105,"Savage Fae (Ruthless Boys of the Zodiac, #2)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",0,4.28,,Kindle Edition,513,2021,2019,,2024/09/01,to-read,to-read (#283),to-read,,,,0,0
196791249,Eternal Reign (Age of Vampires #1),Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",0,4.12,Dark Ink Publishing,Kindle Edition,400,2023,2019,,2024/09/01,to-read,to-read (#282),to-read,,,,0,0
60225993,"Bewitched (Bewitched, #1)",Laura Thalassa,"Thalassa, Laura",,"=""""","=""""",0,3.96,"Lavabrook Publishing, LLC",Kindle Edition,443,2023,2023,,2024/09/01,to-read,to-read (#281),to-read,,,,0,0
17332969,"The 100 (The 100, #1)",Kass Morgan,"Morgan, Kass",,"=""0316234478""","=""9780316234474""",0,3.58,"Little, Brown and Company",Hardcover,323,2013,2013,,2024/09/01,to-read,to-read (#280),to-read,,,,0,0
123219460,"The Cursed (Coven of Bones, #2)",Harper L. Woods,"Woods, Harper L.",,"=""""","=""""",0,3.69,,Kindle Edition,324,2023,2023,,2024/09/01,to-read,to-read (#279),to-read,,,,0,0
75396525,"The Coven (Coven of Bones, #1)",Harper L. Woods,"Woods, Harper L.",,"=""""","=""""",0,3.84,,Kindle Edition,298,2023,2023,,2024/09/01,to-read,to-read (#278),to-read,,,,0,0
136470356,Nocticadia,Keri Lake,"Lake, Keri",,"=""""","=""""",0,4.30,,Kindle Edition,682,2023,2023,,2024/09/01,to-read,to-read (#277),to-read,,,,0,0
217472248,"Ruthless Vows (Divine Rivals, #2)",Rebecca   Ross,"Ross, Rebecca",,"=""8702418533""","=""9788702418538""",0,4.04,Gyldendal,Paperback,480,2025,2023,,2024/09/01,to-read,to-read (#276),to-read,,,,0,0
60784546,"Divine Rivals (Letters of Enchantment, #1)",Rebecca   Ross,"Ross, Rebecca",,"=""1250857430""","=""9781250857439""",0,4.19,Wednesday Books,Hardcover,357,2023,2023,,2024/09/01,to-read,to-read (#275),to-read,,,,0,0
55504599,"Hollow Heathens: Book of Blackwell (Tales of Weeping Hollow, #1)",Nicole Fiorina,"Fiorina, Nicole",,"=""""","=""9781735204727""",0,4.03,Nicole Fiorina Books,Paperback,475,2020,2020,,2024/09/01,to-read,to-read (#274),to-read,,,,0,0
205055893,"Till Death (The Never Sky, #1)",Miranda Lyn,"Lyn, Miranda",,"=""""","=""9798988070757""",0,3.84,,Kindle Edition,644,2024,,,2024/09/01,to-read,to-read (#273),to-read,,,,0,0
209527037,Bonded Nightmare,E.M. Rinaldi,"Rinaldi, E.M.",,"=""""","=""""",0,3.72,,,,2024,,,2024/09/01,to-read,to-read (#272),to-read,,,,0,0
15830843,"Beyond Shame (Beyond, #1)",Kit Rocha,"Rocha, Kit",,"=""0988327805""","=""9780988327801""",0,3.70,Moira Rogers,ebook,351,2012,2012,,2024/09/01,to-read,to-read (#271),to-read,,,,0,0
123521649,"Consort of Fire (Bound to Fire and Steel, #1)",Kit Rocha,"Rocha, Kit",,"=""1662513194""","=""9781662513190""",0,3.94,Montlake,Kindle Edition,398,2023,2023,,2024/09/01,to-read,to-read (#270),to-read,,,,0,0
201368138,"Queen of Dreams (Bound to Fire and Steel, #2)",Kit Rocha,"Rocha, Kit",,"=""1662513216""","=""9781662513213""",0,4.17,Montlake,Kindle Edition,411,2024,2024,,2024/09/01,to-read,to-read (#269),to-read,,,,0,0
43848929,Talking to Strangers: What We Should Know About the People We Don't Know,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316478520""","=""9780316478526""",0,4.00,"Little, Brown and Company",Hardcover,388,2019,2019,,2024/08/31,to-read,to-read (#268),to-read,,,,0,0
51057191,"Jade Legacy (The Green Bone Saga, #3)",Fonda Lee,"Lee, Fonda",,"=""035651059X""","=""9780356510590""",0,4.64,Orbit,Paperback,713,2021,2021,,2024/08/30,to-read,to-read (#267),to-read,,,,0,0
41716919,"Jade War (The Green Bone Saga, #2)",Fonda Lee,"Lee, Fonda",,"=""0316440922""","=""9780316440929""",0,4.41,Orbit,Hardcover,587,2019,2019,,2024/08/30,to-read,to-read (#266),to-read,,,,0,0
43587154,"Jade City (The Green Bone Saga, #1)",Fonda Lee,"Lee, Fonda",,"=""0316440884""","=""9780316440882""",0,4.09,Orbit,Paperback,540,2018,2017,,2024/08/30,to-read,to-read (#265),to-read,,,,0,0
52780201,"Dark Heir (Dark Rise, #2)",C.S. Pacat,"Pacat, C.S.",,"=""""","=""""",0,4.56,Quill Tree Books,Kindle Edition,496,2023,2023,,2024/08/30,to-read,to-read (#264),to-read,,,,0,0
55424891,"Dark Rise (Dark Rise, #1)",C.S. Pacat,"Pacat, C.S.",,"=""0062946161""","=""9780062946164""",0,4.16,Quill Tree Books,ebook,464,2021,2021,,2024/08/30,to-read,to-read (#263),to-read,,,,0,0
60531406,Tress of the Emerald Sea,Brandon Sanderson,"Sanderson, Brandon",Howard Lyon,"=""""","=""""",0,4.39,Dragonsteel Entertainment,Kindle Edition,443,2023,2023,,2024/08/30,to-read,to-read (#262),to-read,,,,0,0
50882354,"The Gilded Cage (The Prison Healer, #2)",Lynette Noni,"Noni, Lynette",,"=""""","=""""",0,4.28,HMH Books for Young Readers ,Kindle Edition,465,2021,2021,,2024/08/30,to-read,to-read (#261),to-read,,,,0,0
50882394,"The Blood Traitor (The Prison Healer, #3)",Lynette Noni,"Noni, Lynette",,"=""0358436370""","=""9780358436379""",0,4.45,Houghton Mifflin Harcourt (Clarion Books),ebook,464,2022,2022,,2024/08/30,to-read,to-read (#260),to-read,,,,0,0
53968496,"The Prison Healer (The Prison Healer, #1)",Lynette Noni,"Noni, Lynette",,"=""0358434556""","=""9780358434559""",0,4.19,Clarion Books,Hardcover,416,2021,2021,,2024/08/30,to-read,to-read (#259),to-read,,,,0,0
59406549,"A Tempest of Tea (Blood and Tea, #1)",Hafsah Faizal,"Faizal, Hafsah",,"=""0374389403""","=""9780374389406""",0,3.56,"Farrar, Straus & Giroux",Hardcover,338,2024,2024,,2024/08/30,to-read,to-read (#258),to-read,,,,0,0
58416952,"The Will of the Many (Hierarchy, #1)",James  Islington,"Islington, James",,"=""1982141190""","=""9781982141196""",0,4.62,Gallery / Saga Press,Kindle Edition,639,2023,2023,,2024/08/30,to-read,to-read (#257),to-read,,,,0,0
60657589,"Emily Wilde's Encyclopaedia of Faeries (Emily Wilde, #1)",Heather Fawcett,"Fawcett, Heather",,"=""059350013X""","=""9780593500132""",0,4.01,Del Rey,Hardcover,317,2023,2023,,2024/08/28,to-read,to-read (#256),to-read,,,,0,0
57937453,All Her Fault,Andrea Mara,"Mara, Andrea",,"=""1473589444""","=""9781473589445""",0,4.15,Transworld Digital,Kindle Edition,389,2021,2021,,2024/08/28,to-read,to-read (#255),to-read,,,,0,0
58293539,"To Bleed a Crystal Bloom (Crystal Bloom, #1)",Sarah A. Parker,"Parker, Sarah A.",,"=""""","=""""",0,3.76,,Kindle Edition,488,2021,2021,,2024/08/26,to-read,to-read (#254),to-read,,,,0,0
75302266,"A Study in Drowning (A Study in Drowning, #1)",Ava Reid,"Reid, Ava",,"=""0063211505""","=""9780063211506""",0,3.78,HarperTeen,Hardcover,378,2023,2023,,2024/08/26,to-read,to-read (#253),to-read,,,,0,0
202507554,"When the Moon Hatched (Moonfall, #1)",Sarah A. Parker,"Parker, Sarah A.",,"=""""","=""""",0,4.12,,Kindle Edition,718,2024,2024,,2024/08/26,to-read,to-read (#252),to-read,,,,0,0
66087062,The Unmaking of June Farrow,Adrienne Young,"Young, Adrienne",,"=""0593598679""","=""9780593598672""",0,4.16,Delacorte Press,Hardcover,320,2023,2023,,2024/08/26,to-read,to-read (#251),to-read,,,,0,0
198954263,"Restless Stars (Zodiac Academy, #9)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",0,4.30,Dark Ink Publishing,Kindle Edition,1153,2024,2024,,2024/08/25,currently-reading,currently-reading (#3),currently-reading,,,,2,0
59808792,"Sorrow and Starlight (Zodiac Academy, #8)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",3,4.04,Amazon Digital Services,Kindle Edition,1242,2022,2022,2024/08/25,2024/08/12,,,read,,,,1,0
50702014,"Paladin's Grace (The Saint of Steel, #1)",T. Kingfisher,"Kingfisher, T.",,"=""""","=""""",0,4.12,Red Wombat Studio,Kindle Edition,366,2020,2020,,2024/08/25,to-read,to-read (#250),to-read,,,,0,0
17910048,"The Goblin Emperor (The Chronicles of Osreth, #1)",Katherine Addison,"Addison, Katherine",,"=""076532699X""","=""9780765326997""",0,4.07,Tor Books,Hardcover,446,2014,2014,,2024/08/25,to-read,to-read (#249),to-read,,,,0,0
31450615,The Bedlam Stacks,Natasha Pulley,"Pulley, Natasha",,"=""1620409674""","=""9781620409671""",0,4.01,Bloomsbury USA,Hardcover,352,2017,2017,,2024/08/25,to-read,to-read (#248),to-read,,,,0,0
73574,Lud-in-the-Mist,Hope Mirrlees,"Mirrlees, Hope","Neil Gaiman, Douglas A. Anderson","=""1593600410""","=""9781593600419""",0,3.86,Cold Spring Press,Paperback,239,2005,1926,,2024/08/25,to-read,to-read (#247),to-read,,,,0,0
61242426,"Legends & Lattes (Legends & Lattes, #1)",Travis Baldree,"Baldree, Travis",,"=""""","=""""",0,4.11,Tor,Kindle Edition,296,2022,2022,,2024/08/25,to-read,to-read (#246),to-read,,,,0,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",0,4.23,Bloomsbury,Hardcover,272,2020,2020,,2024/08/25,to-read,to-read (#245),to-read,,,,0,0
56179377,Nettle & Bone,T. Kingfisher,"Kingfisher, T.",,"=""1250244048""","=""9781250244048""",0,4.13,Tor Books,Hardcover,243,2022,2022,,2024/08/25,to-read,to-read (#244),to-read,,,,0,0
24934065,"Rebel of the Sands (Rebel of the Sands, #1)",Alwyn Hamilton,"Hamilton, Alwyn",,"=""0698410424""","=""9780698410428""",0,3.96,Viking Books for Young Readers,ebook,314,2016,2016,,2024/08/25,to-read,to-read (#243),to-read,,,,0,0
60909831,"Mile High (Windy City, #1)",Liz Tomforde,"Tomforde, Liz",,"=""""","=""9798446572199""",0,4.09,,Paperback,603,2022,2022,,2024/08/23,to-read,to-read (#242),to-read,,,,0,0
58763686,"Haunting Adeline (Cat and Mouse, #1)",H.D. Carlton,"Carlton, H.D.",,"=""""","=""""",0,3.96,,Kindle Edition,583,2021,2021,,2024/08/23,to-read,to-read (#241),to-read,,,,0,0
59050133,"Hunting Adeline (Cat and Mouse, #2)",H.D. Carlton,"Carlton, H.D.",,"=""""","=""""",0,4.10,,Kindle Edition,649,2022,2022,,2024/08/23,to-read,to-read (#240),to-read,,,,0,0
54319549,"A Kingdom of Flesh and Fire (Blood and Ash, #2)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1952457106""","=""9781952457104""",0,4.34,Blue Box Press,ebook,531,2020,2020,,2024/08/23,to-read,to-read (#239),to-read,,,,0,0
56750401,"Of Blood and Fire (The Bound and the Broken, #1)",Ryan  Cahill,"Cahill, Ryan",,"=""""","=""""",0,4.11,Ryan Cahill,Kindle Edition,541,2021,2021,,2024/08/23,to-read,to-read (#238),to-read,,,,0,0
28260188,"Morrighan (The Remnant Chronicles, #0.5)",Mary E. Pearson,"Pearson, Mary E.",,"=""1627795413""","=""9781627795418""",0,3.96,Henry Holt and Co. (BYR),ebook,121,2016,2016,,2024/08/23,to-read,to-read (#237),to-read,,,,0,0
52694527,"The Shadow of the Gods (The Bloodsworn Saga, #1)",John Gwynne,"Gwynne, John",,"=""0356514188""","=""9780356514185""",0,4.23,Orbit,Hardcover,480,2021,2021,,2024/08/23,to-read,to-read (#236),to-read,,,,0,0
62047984,Yellowface,R.F. Kuang,"Kuang, R.F.",,"=""""","=""""",3,3.77,William Morrow,Hardcover,336,2023,2023,,2024/08/23,,,read,,,,1,0
35068705,"The Poppy War (The Poppy War, #1)",R.F. Kuang,"Kuang, R.F.",,"=""0062662597""","=""9780062662590""",0,4.17,Harper Voyager,ebook,545,2018,2018,,2024/08/23,to-read,to-read (#235),to-read,,,,0,0
131132290,The Treatment,Sarah Moorhead,"Moorhead, Sarah",,"=""1804365378""","=""9781804365373""",0,3.38,Canelo,Kindle Edition,369,2023,2023,,2024/08/18,to-read,to-read (#234),to-read,,,,0,0
10073,A Long Way Down,Nick Hornby,"Hornby, Nick",,"=""1594481938""","=""9781594481932""",0,3.44,Riverhead Books,Hardcover,368,2006,2005,,2024/08/18,to-read,to-read (#233),to-read,,,,0,0
49090884,Tender Is the Flesh,Agustina Bazterrica,"Bazterrica, Agustina",Sarah Moses,"=""1982150920""","=""9781982150921""",0,3.79,Scribner,Paperback,209,2020,2017,,2024/08/18,to-read,to-read (#232),to-read,,,,0,0
5043,"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,"Follett, Ken",,"=""""","=""""",0,4.34,NAL Trade,Paperback,976,2002,1989,,2024/08/18,to-read,to-read (#231),to-read,,,,0,0
35796008,"Dance of Thieves (Dance of Thieves, #1)",Mary E. Pearson,"Pearson, Mary E.",,"=""1250159016""","=""9781250159014""",0,4.13,Henry Holt and Co. (BYR),Hardcover,512,2018,2018,,2024/08/18,to-read,to-read (#230),to-read,,,,0,0
